epoch,lr-AdamW,remote_inlier@1,remote_inlier@10,remote_inlier@3,remote_inlier@5,remote_mean_error,remote_mean_matches,remote_median_error,remote_num_matches,remote_num_pairs,remote_pair_inlier@1,remote_pair_inlier@10,remote_pair_inlier@3,remote_pair_inlier@5,remote_pitch_inlier@5,remote_pitch_median_error,remote_pitch_num_pairs,remote_roll_inlier@5,remote_roll_median_error,remote_roll_num_pairs,remote_scale_inlier@5,remote_scale_median_error,remote_scale_num_pairs,remote_translation_inlier@5,remote_translation_median_error,remote_translation_num_pairs,remote_yaw_inlier@5,remote_yaw_median_error,remote_yaw_num_pairs,step,train/forward_time_epoch,train/forward_time_step,train/loss_c_epoch,train/loss_c_step,train/loss_epoch,train/loss_f_epoch,train/loss_f_step,train/loss_rf_epoch,train/loss_rf_step,train/loss_step,train/num_matches_epoch,train/num_matches_step
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206599,,0.09277419745922089,,0.034275542944669724,,,0.07679083943367004,,0.0012459016870707273,0.09695412218570709,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206649,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206649,,0.09348095953464508,,0.004237303510308266,,,0.06695938110351562,,0.0013700734125450253,0.059174880385398865,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206699,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206699,,0.09375026822090149,,0.002743007615208626,,,0.06446224451065063,,0.0019760094583034515,0.056288816034793854,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206749,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206749,,0.09257429093122482,,0.003300706623122096,,,0.06433399766683578,,0.001025123638100922,0.055793024599552155,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206799,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206799,,0.09320806711912155,,0.005676520988345146,,,0.06744882464408875,,0.0008171440567821264,0.060452722012996674,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206849,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206849,,0.09278711676597595,,0.0027898980770260096,,,0.09621195495128632,,0.0028158805798739195,0.08257534354925156,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206899,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206899,,0.09311264008283615,,0.003435146063566208,,,0.061285100877285004,,0.0019604854751378298,0.05442371219396591,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206949,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206949,,0.09261870384216309,,0.005155261605978012,,,0.10427653789520264,,0.001590882195159793,0.09016737341880798,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206999,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206999,,0.09309182316064835,,0.0035828575491905212,,,0.06857085227966309,,0.0011932523921132088,0.0596327930688858,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207049,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207049,,0.0931619331240654,,0.0033089839853346348,,,0.07402287423610687,,0.0019134578760713339,0.06444074213504791,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207099,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207099,,0.09288334101438522,,0.003063487820327282,,,0.05386526882648468,,0.0007679025293327868,0.046923600137233734,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207149,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207149,,0.09284916520118713,,0.004817260429263115,,,0.07095099240541458,,0.001074537867680192,0.0626525953412056,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207199,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207199,,0.09284403920173645,,0.006145395338535309,,,0.05817060545086861,,0.0017666309140622616,0.05444851145148277,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207249,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207249,,0.0930846780538559,,0.0065460302866995335,,,0.05900084227323532,,0.001166330766864121,0.05491303652524948,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207299,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207299,,0.09330320358276367,,0.001720936386846006,,,0.08723083883523941,,0.0011157721746712923,0.07262138277292252,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207349,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207349,,0.09389883279800415,,0.007475319318473339,,,0.06937450915575027,,0.0013469704426825047,0.06432189792394638,,6144.0
,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207399,,,,,,,,,,,,
