epoch,lr-AdamW,remote_inlier@1,remote_inlier@10,remote_inlier@3,remote_inlier@5,remote_mean_error,remote_mean_matches,remote_median_error,remote_mixed_inlier@5,remote_mixed_median_error,remote_mixed_num_pairs,remote_num_matches,remote_num_pairs,remote_pair_inlier@1,remote_pair_inlier@10,remote_pair_inlier@3,remote_pair_inlier@5,step,train/forward_time_epoch,train/forward_time_step,train/loss_c_epoch,train/loss_c_step,train/loss_epoch,train/loss_f_epoch,train/loss_f_step,train/loss_rf_epoch,train/loss_rf_step,train/loss_step,train/num_matches_epoch,train/num_matches_step
48,,,,,,,,,,,,,,,,,,60099,,0.08993709087371826,,2.796698570251465,,,2.060774326324463,,0.5147452354431152,4.960063457489014,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,60149,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,60149,,0.08999097347259521,,2.7740888595581055,,,2.059589147567749,,0.5005519390106201,4.922311782836914,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,60199,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,60199,,0.09087305516004562,,2.8217480182647705,,,2.0608010292053223,,0.5004695653915405,4.970858573913574,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,60249,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,60249,,0.09035059064626694,,2.5939674377441406,,,2.0596280097961426,,0.5117712020874023,4.753440856933594,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,60299,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,60299,,0.09077862650156021,,2.650310516357422,,,2.058241844177246,,0.5001538991928101,4.79705810546875,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,60349,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,60349,,0.09108464419841766,,2.8676459789276123,,,2.05973219871521,,0.502987802028656,5.0184197425842285,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,60399,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,60399,,0.09015507251024246,,2.7153115272521973,,,2.0599160194396973,,0.5195705890655518,4.882815361022949,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,60449,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,60449,,0.09094105660915375,,2.4611129760742188,,,2.0584523677825928,,0.5310324430465698,4.638907432556152,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,60499,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,60499,,0.09022349119186401,,2.4177980422973633,,,2.056861162185669,,0.4985036849975586,4.561790466308594,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,60549,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,60549,,0.0900915190577507,,2.9423911571502686,,,2.0593438148498535,,0.4862298369407654,5.076096057891846,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,60599,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,60599,,0.09021379053592682,,2.516956090927124,,,2.06465744972229,,0.49893414974212646,4.667616367340088,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,60649,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,60649,,0.09041919559240341,,2.9270362854003906,,,2.0613338947296143,,0.4930502772331238,5.069153308868408,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,60699,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,60699,,0.09017036110162735,,2.5726547241210938,,,2.0610697269439697,,0.4869391918182373,4.708449363708496,,6144.0
,2.3437500000000002e-06,,,,,,,,,,,,,,,,,60749,,,,,,,,,,,,
